site,mx,my,mz,atom,run
109,-0.2501571,-0.04867462,-0.96698093,1,run2
110,-0.15783055,-0.023270609,-0.987192,1,run2
111,-0.030414024,0.06399099,-0.99748695,1,run2
112,0.133149,0.20387252,-0.9699007,1,run2
113,0.3490477,0.35307214,-0.8680471,1,run2
114,0.6039916,0.42588586,-0.6736582,1,run2
115,0.82735616,0.34504956,-0.4431959,1,run2
116,0.94828856,0.120353796,-0.29370707,1,run2
117,0.9389558,-0.15456238,-0.3073638,1,run2
118,0.8025111,-0.36342615,-0.47317794,1,run2
119,0.5751739,-0.42750168,-0.6974362,1,run2
120,0.33696663,-0.35063156,-0.87379116,1,run2
121,0.16181676,-0.2007674,-0.966182,1,run2
122,0.06310557,-0.025123391,-0.9976906,1,run2
123,0.01807822,0.18767272,-0.98206526,1,run2
124,0.001584588,0.47425973,-0.88038355,1,run2
125,-0.0034688,0.8120513,-0.58357567,1,run2
126,-0.005108702,0.99957407,-0.02873465,1,run2
127,-0.0047838716,0.835449,0.5495472,1,run2
128,-0.0025801347,0.44648173,0.894789,1,run2
129,0.4406742,-8.459972e-05,0.8976671,1,run2
130,0.438962,-0.43854704,0.78421223,1,run2
131,0.4096439,-0.8056545,0.42791668,1,run2
132,0.31770232,-0.9392538,-0.129875,1,run2
133,0.18544918,-0.7485446,-0.6366236,1,run2
134,0.080245815,-0.4239744,-0.9021121,1,run2
135,0.0078216465,-0.13460751,-0.9908681,1,run2
136,-0.06748081,0.11140806,-0.991481,1,run2
137,-0.18938312,0.3536952,-0.91598785,1,run2
138,-0.39041784,0.58127177,-0.71393067,1,run2
139,-0.63971686,0.68073493,-0.35687843,1,run2
140,-0.8358729,0.5476267,0.03770252,1,run2
141,-0.9294341,0.22642606,0.29134762,1,run2
142,-0.93529713,-0.16490163,0.31309244,1,run2
143,-0.8563678,-0.5076632,0.09440495,1,run2
144,-0.6749094,-0.6778092,-0.29167092,1,run2
145,-0.42352536,-0.6101048,-0.6696255,1,run2
146,-0.20057544,-0.40084293,-0.89392084,1,run2
147,-0.051905304,-0.19875112,-0.97867453,1,run2
148,0.037403043,-0.06431594,-0.9972284,1,run2
149,0.08099785,0.0057932553,-0.9966974,1,run2
150,0.0775754,0.03349904,-0.99642354,1,run2
151,0.025181863,0.039872076,-0.9988874,1,run2
152,-0.06359559,0.035218388,-0.99735415,1,run2
153,-0.15786685,0.018894214,-0.98727965,1,run2
154,-0.2205929,-0.008553921,-0.97532845,1,run2
155,-0.22767752,-0.033001147,-0.97317725,1,run2
156,-0.17757806,-0.028594155,-0.9836912,1,run2
157,-0.08350964,0.02845305,-0.99610066,1,run2
158,0.047273874,0.1472969,-0.987962,1,run2
159,0.22756831,0.31114164,-0.9227153,1,run2
160,0.46867216,0.4555378,-0.7568565,1,run2
161,0.72677106,0.47509265,-0.49607533,1,run2
162,0.91694367,0.31505725,-0.24485344,1,run2
163,0.99080247,0.029428357,-0.13207732,1,run2
164,0.9401293,-0.26640013,-0.21257465,1,run2
165,0.7716239,-0.45682988,-0.44260928,1,run2
166,0.5262427,-0.47694078,-0.7039859,1,run2
167,0.29185483,-0.3569483,-0.8873605,1,run2
168,0.13255776,-0.18116006,-0.9744791,1,run2
169,0.045982208,0.010953299,-0.9988822,1,run2
170,0.0025954237,0.24186753,-0.97030586,1,run2
171,-0.025631608,0.5466,-0.8370015,1,run2
172,-0.05685456,0.8733987,-0.48367575,1,run2
173,-0.088883124,0.9908115,0.101942316,1,run2
174,-0.10422194,0.7623251,0.6387474,1,run2
175,-0.103988335,0.35670373,0.92841196,1,run2
176,-0.09890559,-0.084209226,0.9915273,1,run2
177,-0.09350591,-0.52006465,0.8489932,1,run2
178,-0.08396424,-0.8833446,0.46114248,1,run2
179,-0.06232231,-0.98903155,-0.13391238,1,run2
180,-0.0349009,-0.7594295,-0.6496527,1,run2
181,-0.018781396,-0.4268568,-0.90412414,1,run2
182,-0.024073938,-0.16121651,-0.9866254,1,run2
183,-0.063505165,0.031836927,-0.9974736,1,run2
184,-0.15776846,0.18938614,-0.969145,1,run2
185,-0.32576942,0.32218528,-0.88885933,1,run2
186,-0.553828,0.38939208,-0.7359676,1,run2
187,-0.77406704,0.33151457,-0.5393685,1,run2
188,-0.90952617,0.14226629,-0.39054117,1,run2
189,-0.92031294,-0.10972638,-0.3754786,1,run2
190,-0.8014364,-0.31685737,-0.5072486,1,run2
191,-0.5829576,-0.3911613,-0.71214694,1,run2
192,-0.3353855,-0.32313302,-0.8849303,1,run2
193,-0.12476032,-0.18308671,-0.97514826,1,run2
194,0.03783179,-0.050145894,-0.9980251,1,run2
195,0.16785711,0.033240322,-0.9852508,1,run2
196,0.2648319,0.05572841,-0.9626829,1,run2
197,0.30973706,0.02969409,-0.9503585,1,run2
198,0.2877936,-0.015584259,-0.95756567,1,run2
199,0.20743877,-0.050971802,-0.9769191,1,run2
200,0.100843035,-0.06391925,-0.9928469,1,run2
201,0.007780358,-0.05776197,-0.9983,1,run2
202,-0.044261083,-0.035833012,-0.9983772,1,run2
203,-0.047197763,0.0114799,-0.9988196,1,run2
204,-0.0036881408,0.105749205,-0.99438596,1,run2
205,0.088770926,0.26899406,-0.9590422,1,run2
206,0.24737695,0.4960845,-0.8322889,1,run2
207,0.4766682,0.69600916,-0.53699034,1,run2
208,0.705376,0.7009157,-0.10564962,1,run2
209,0.84539014,0.4610398,0.26973647,1,run2
210,0.8950032,0.082150176,0.43842983,1,run2
211,0.877165,-0.31565228,0.36186337,1,run2
212,0.77960724,-0.62343967,0.059461754,1,run2
213,0.5830307,-0.72385633,-0.36892697,1,run2
214,0.34426603,-0.5870628,-0.7326924,1,run2
215,0.16120815,-0.340379,-0.9263661,1,run2
216,0.051705915,-0.09368504,-0.9942583,1,run2
217,-0.02115128,0.1523785,-0.9880959,1,run2
218,-0.10168014,0.43921173,-0.89261085,1,run2
219,-0.22488001,0.75198215,-0.61963844,1,run2
220,-0.37725464,0.91866,-0.11722968,1,run2
221,-0.48140195,0.76952136,0.41962963,1,run2
222,-0.5164541,0.4018333,0.75617796,1,run2
223,-0.520422,-0.032809112,0.85327864,1,run2
224,-0.5110756,-0.46418998,0.72341514,1,run2
225,-0.466575,-0.8120892,0.35045534,1,run2
226,-0.3512029,-0.91442204,-0.20121841,1,run2
227,-0.19935988,-0.7128852,-0.6723469,1,run2
228,-0.08751212,-0.41335648,-0.90635425,1,run2
229,-0.031824082,-0.17891751,-0.98334926,1,run2
230,-0.02462039,-0.026475228,-0.9993462,1,run2
231,-0.06749698,0.07380635,-0.9949859,1,run2
232,-0.16652352,0.14311379,-0.9755964,1,run2
233,-0.31364074,0.17707375,-0.932885,1,run2
234,-0.4701795,0.15419935,-0.8689958,1,run2
235,-0.577857,0.067476794,-0.8133438,1,run2
236,-0.59209824,-0.05143502,-0.80422264,1,run2
237,-0.5052199,-0.14336236,-0.8509995,1,run2
238,-0.3479801,-0.16009478,-0.9237313,1,run2
239,-0.16677108,-0.095105655,-0.98139817,1,run2
240,0.013491189,0.019795613,-0.99971306,1,run2
241,0.19958945,0.13610485,-0.97038114,1,run2
242,0.39584097,0.2011365,-0.8960212,1,run2
243,0.57019156,0.17537694,-0.8025737,1,run2
244,0.668677,0.06323673,-0.74085915,1,run2
245,0.65655947,-0.080466956,-0.7499698,1,run2
246,0.5405533,-0.18589388,-0.8205155,1,run2
247,0.36762527,-0.21394065,-0.90503097,1,run2
248,0.20238201,-0.17241141,-0.96401024,1,run2
249,0.08885671,-0.089495026,-0.9920157,1,run2
250,0.03558641,0.025269222,-0.99904704,1,run2
251,0.034402892,0.19256763,-0.98068047,1,run2
252,0.08092966,0.44320646,-0.8927589,1,run2
253,0.17900261,0.7538648,-0.63217545,1,run2
254,0.30891815,0.9425134,-0.12742865,1,run2
255,0.40104645,0.8082526,0.43114904,1,run2
256,0.4335411,0.43931612,0.7867932,1,run2
257,0.82971287,-0.0022902575,0.5581857,1,run2
258,0.80460507,-0.4093522,0.4301645,1,run2
259,0.70449317,-0.70586896,0.07374505,1,run2
260,0.5085944,-0.76491123,-0.3952752,1,run2
261,0.28552544,-0.57922995,-0.76352334,1,run2
262,0.124732345,-0.30666032,-0.94361085,1,run2
263,0.02701634,-0.047122538,-0.99852365,1,run2
264,-0.050703257,0.21315539,-0.97570175,1,run2
265,-0.15515329,0.5108213,-0.8455702,1,run2
266,-0.3148478,0.7957413,-0.5173651,1,run2
267,-0.48706523,0.8733549,0.004307442,1,run2
268,-0.5869877,0.6480839,0.4852139,1,run2
269,-0.6170635,0.25302258,0.74512565,1,run2
270,-0.6169891,-0.18540922,0.7648188,1,run2
271,-0.5913387,-0.59465986,0.5447001,1,run2
272,-0.5041162,-0.8587653,0.09159165,1,run2
273,-0.33904675,-0.8305452,-0.441862,1,run2
274,-0.17248963,-0.57170117,-0.80212533,1,run2
275,-0.06627508,-0.30018368,-0.9515763,1,run2
276,-0.017870657,-0.11019686,-0.99374914,1,run2
277,-0.018404085,0.007964602,-0.9997989,1,run2
278,-0.07011952,0.08327971,-0.99405617,1,run2
279,-0.17459467,0.13032809,-0.97597706,1,run2
280,-0.3143786,0.14160223,-0.93867725,1,run2
281,-0.44531175,0.10195965,-0.8895514,1,run2
282,-0.5154912,0.01651439,-0.85673565,1,run2
283,-0.49475485,-0.0770824,-0.86560726,1,run2
284,-0.3896588,-0.12781325,-0.912047,1,run2
285,-0.23550092,-0.10495449,-0.9661904,1,run2
286,-0.066348284,-0.014574307,-0.9976901,1,run2
287,0.11237432,0.10946927,-0.9876176,1,run2
288,0.31305504,0.2168382,-0.9246501,1,run2
289,0.52361155,0.2494484,-0.81462044,1,run2
290,0.69138473,0.17392072,-0.70124084,1,run2
291,0.7602264,0.01636926,-0.6494519,1,run2
292,0.7077638,-0.14847524,-0.6906704,1,run2
293,0.5547788,-0.24679811,-0.79455084,1,run2
294,0.35958013,-0.2506346,-0.8988239,1,run2
295,0.18998285,-0.18309425,-0.9645636,1,run2
296,0.081946164,-0.078816906,-0.9935154,1,run2
297,0.03457292,0.056802247,-0.9977867,1,run2
298,0.035421424,0.25041416,-0.9674906,1,run2
299,0.078521386,0.5302349,-0.8442069,1,run2
300,0.16333461,0.8425417,-0.51326925,1,run2
301,0.26221535,0.9638271,0.047754016,1,run2
302,0.32033086,0.7498266,0.5789198,1,run2
303,0.33829978,0.35092437,0.87315834,1,run2
304,0.34417766,-0.08933858,0.93464446,1,run2
305,0.34438512,-0.5204981,0.78133255,1,run2
306,0.3182451,-0.86649853,0.38457802,1,run2
307,0.23848128,-0.95120996,-0.19577116,1,run2
308,0.13350478,-0.719251,-0.68180233,1,run2
309,0.05394623,-0.39087456,-0.9188617,1,run2
310,-0.0046672416,-0.11379794,-0.99349296,1,run2
311,-0.07575131,0.117596745,-0.99016804,1,run2
312,-0.1988871,0.34319305,-0.9179664,1,run2
313,-0.40264162,0.55166626,-0.730441,1,run2
314,-0.65462744,0.6401607,-0.4020662,1,run2
315,-0.8567049,0.51455396,-0.035928976,1,run2
316,-0.95616883,0.21011631,0.20394194,1,run2
317,-0.9606028,-0.16457829,0.2239558,1,run2
318,-0.87142766,-0.49036247,0.012591066,1,run2
319,-0.6773745,-0.6452689,-0.3532589,1,run2
320,-0.42000422,-0.57423985,-0.70274115,1,run2
321,-0.19650644,-0.37411842,-0.9063226,1,run2
322,-0.047105763,-0.18282942,-0.9820155,1,run2
323,0.044567414,-0.055958085,-0.99743795,1,run2
324,0.09165737,0.0090857195,-0.9957492,1,run2
325,0.09199981,0.033024766,-0.99521124,1,run2
326,0.042661916,0.037008576,-0.9984039,1,run2
327,-0.045040585,0.032194734,-0.99846625,1,run2
328,-0.14157277,0.017954538,-0.98976505,1,run2
329,-0.21012774,-0.0070417197,-0.97764856,1,run2
330,-0.22496572,-0.031413242,-0.9738602,1,run2
331,-0.18208392,-0.030774755,-0.9828013,1,run2
332,-0.09362069,0.019284217,-0.9954212,1,run2
333,0.031603776,0.12987731,-0.9910263,1,run2
334,0.2041527,0.28796425,-0.93562716,1,run2
335,0.43789002,0.43616945,-0.78613514,1,run2
336,0.6972398,0.4723716,-0.53918606,1,run2
337,0.8980804,0.3327032,-0.28768057,1,run2
338,0.985119,0.060219675,-0.1609788,1,run2
339,0.9465998,-0.23379622,-0.22200951,1,run2
340,0.78870386,-0.43368787,-0.43573043,1,run2
341,0.54889816,-0.47020438,-0.6910996,1,run2
342,0.31131548,-0.36408815,-0.87779415,1,run2
343,0.14475474,-0.19555305,-0.96995103,1,run2
344,0.052821048,-0.009021715,-0.99856323,1,run2
345,0.007971463,0.2133424,-0.976945,1,run2
346,-0.017368715,0.5086427,-0.8608024,1,run2
347,-0.04194442,0.8418873,-0.5380208,1,run2
348,-0.06801649,0.9971733,0.031924307,1,run2
349,-0.08260098,0.80238146,0.5910677,1,run2
350,-0.08479766,0.40602234,0.9099204,1,run2
351,-0.082930654,-0.034855895,0.9959455,1,run2
352,-0.080705784,-0.47371027,0.876975,1,run2
353,-0.074817054,-0.85263115,0.51712924,1,run2
354,-0.057686377,-0.9961113,-0.066592425,1,run2
355,-0.033266544,-0.79403037,-0.6069672,1,run2
356,-0.017802287,-0.4596922,-0.8878998,1,run2
357,-0.022062192,-0.18434493,-0.982614,1,run2
358,-0.058744814,0.014325326,-0.99817026,1,run2
359,-0.14831834,0.17241627,-0.9737938,1,run2
360,-0.31029063,0.3038046,-0.9007899,1,run2
361,-0.5338075,0.3721525,-0.75931025,1,run2
362,-0.7535323,0.31977877,-0.5743959,1,run2
363,-0.8905733,0.13895495,-0.43309432,1,run2
364,-0.9020186,-0.103043444,-0.41921884,1,run2
365,-0.78313017,-0.3002098,-0.54459256,1,run2
366,-0.56653124,-0.36828354,-0.73716325,1,run2
367,-0.32223362,-0.30003136,-0.8978567,1,run2
368,-0.1121288,-0.16262259,-0.9802963,1,run2
369,0.054849416,-0.031879038,-0.9979856,1,run2
370,0.19329338,0.048829976,-0.9799252,1,run2
371,0.29970738,0.06557508,-0.95177484,1,run2
372,0.35118777,0.030179424,-0.93581855,1,run2
373,0.33052108,-0.02524564,-0.9434609,1,run2
374,0.24662372,-0.0671994,-0.96677864,1,run2
375,0.1345075,-0.08030272,-0.9876534,1,run2
376,0.03672601,-0.06786641,-0.9970182,1,run2
377,-0.018650016,-0.034531347,-0.9992296,1,run2
378,-0.024153173,0.028900653,-0.99929047,1,run2
379,0.018258063,0.14526853,-0.9892238,1,run2
380,0.11367085,0.33700716,-0.93461496,1,run2
381,0.2794276,0.5870899,-0.7597668,1,run2
382,0.5053853,0.7691056,-0.3912318,1,run2
383,0.70168394,0.7078589,0.08108834,1,run2
384,0.8024055,0.4070249,0.43643585,1,run2
385,0.99986464,-0.0029567885,-0.016185505,1,run2
386,0.9397756,-0.31776753,-0.12587933,1,run2
387,0.76471275,-0.51035655,-0.39338344,1,run2
388,0.5135879,-0.5147003,-0.68652093,1,run2
389,0.2785922,-0.3710754,-0.885827,1,run2
390,0.12246461,-0.17480068,-0.97695816,1,run2
391,0.03700688,0.03587752,-0.99867076,1,run2
392,-0.011710535,0.28794318,-0.95757586,1,run2
393,-0.05539035,0.61004126,-0.79043126,1,run2
394,-0.11189926,0.9171498,-0.3825113,1,run2
395,-0.16544986,0.96147734,0.21951686,1,run2
396,-0.18861455,0.6778711,0.71057403,1,run2
397,-0.1908097,0.25547165,0.9478005,1,run2
398,-0.18849106,-0.19011883,0.9634967,1,run2
399,-0.18374321,-0.6202676,0.7625658,1,run2
400,-0.16309704,-0.9373953,0.3077165,1,run2
401,-0.11385001,-0.94796956,-0.29730776,1,run2
402,-0.059822526,-0.666411,-0.74318075,1,run2
403,-0.029617311,-0.34759066,-0.9371785,1,run2
404,-0.031744666,-0.11075227,-0.9933409,1,run2
405,-0.07636598,0.057924382,-0.9953959,1,run2
406,-0.18082787,0.1913969,-0.9647116,1,run2
407,-0.35508713,0.2906344,-0.888507,1,run2
408,-0.5713626,0.3153519,-0.7576925,1,run2
409,-0.7583756,0.22624753,-0.61129254,1,run2
410,-0.8478785,0.040239446,-0.52866143,1,run2
411,-0.8091032,-0.1650588,-0.5640102,1,run2
412,-0.65228933,-0.29541937,-0.6980301,1,run2
413,-0.42830047,-0.2996544,-0.8525056,1,run2
414,-0.20541799,-0.20149684,-0.95770687,1,run2
415,-0.017604101,-0.068610355,-0.9974882,1,run2
416,0.14363249,0.04020676,-0.988814,1,run2
417,0.28587702,0.090894066,-0.95394576,1,run2
418,0.390325,0.074390784,-0.9176668,1,run2
419,0.42657882,0.010856053,-0.9043852,1,run2
420,0.38190228,-0.059329577,-0.9222964,1,run2
421,0.27559218,-0.101122536,-0.955941,1,run2
422,0.15088993,-0.10416989,-0.9830467,1,run2
423,0.05101094,-0.077422336,-0.9956926,1,run2
424,-0.0014503539,-0.02722186,-0.9996284,1,run2
425,-0.0039666714,0.05733242,-0.9983473,1,run2
426,0.04099453,0.20142902,-0.9786449,1,run2
427,0.14110842,0.42536902,-0.8939517,1,run2
428,0.31132114,0.6898868,-0.653556,1,run2
429,0.5214586,0.8271809,-0.20941015,1,run2
430,0.6748379,0.68463665,0.2754388,1,run2
431,0.7400678,0.3328099,0.58441186,1,run2
432,0.7534479,-0.090416186,0.6512612,1,run2
433,0.7274399,-0.49356145,0.47668478,1,run2
434,0.6307505,-0.7719428,0.079108916,1,run2
435,0.4437815,-0.794075,-0.41533464,1,run2
436,0.2412145,-0.57523394,-0.7816146,1,run2
437,0.10090495,-0.291899,-0.95111156,1,run2
438,0.0139270965,-0.03396356,-0.99932605,1,run2
439,-0.06318668,0.2203813,-0.973365,1,run2
440,-0.17584659,0.50757486,-0.8434724,1,run2
441,-0.34989637,0.7764212,-0.524159,1,run2
442,-0.5362507,0.84373194,-0.023486948,1,run2
443,-0.64574885,0.6239704,0.44007877,1,run2
444,-0.67901415,0.23860735,0.69426686,1,run2
445,-0.67575455,-0.19246814,0.71155584,1,run2
446,-0.64069647,-0.5926251,0.48816335,1,run2
447,-0.5379683,-0.8420878,0.03844657,1,run2
448,-0.35696945,-0.80355656,-0.47630832,1,run2
449,-0.18022317,-0.54902154,-0.8161464,1,run2
450,-0.0680017,-0.28736478,-0.9554042,1,run2
451,-0.015045747,-0.105365455,-0.99431974,1,run2
452,-0.010932184,0.007108091,-0.99991494,1,run2
453,-0.057224914,0.07840541,-0.99527776,1,run2
454,-0.15596485,0.12397477,-0.9799516,1,run2
455,-0.2921261,0.13800678,-0.9463701,1,run2
456,-0.4249052,0.1049111,-0.89913803,1,run2
457,-0.50324863,0.025636222,-0.86376125,1,run2
458,-0.4939649,-0.06709225,-0.86688936,1,run2
459,-0.39882427,-0.12344886,-0.90868014,1,run2
460,-0.2502619,-0.109393775,-0.96197814,1,run2
461,-0.083933435,-0.02672674,-0.9961129,1,run2
462,0.0909807,0.09333109,-0.9914695,1,run2
463,0.28626782,0.2025832,-0.93648845,1,run2
464,0.4942296,0.24406601,-0.8343674,1,run2
465,0.6661529,0.18112348,-0.7234878,1,run2
466,0.7448462,0.033395723,-0.66639984,1,run2
467,0.7042819,-0.12906699,-0.69808936,1,run2
468,0.5613469,-0.23257472,-0.7942284,1,run2
469,0.37072638,-0.24528845,-0.89576536,1,run2
470,0.19953395,-0.18581642,-0.9621115,1,run2
471,0.08709854,-0.08800684,-0.9923047,1,run2
472,0.035693586,0.04000243,-0.9985618,1,run2
473,0.03378642,0.22233595,-0.97438455,1,run2
474,0.07523085,0.48961174,-0.86868906,1,run2
475,0.16083391,0.80479646,-0.571345,1,run2
476,0.2673841,0.963032,-0.03278758,1,run2
477,0.33524746,0.7875433,0.51709247,1,run2
478,0.3559431,0.40232167,0.84347004,1,run2
479,0.35987055,-0.03691821,0.93227154,1,run2
480,0.3583453,-0.4723676,0.8052686,1,run2
481,0.33381757,-0.8356827,0.4361196,1,run2
482,0.256583,-0.95705307,-0.13496155,1,run2
483,0.1477666,-0.75071776,-0.64388496,1,run2
484,0.062224567,-0.421683,-0.9046057,1,run2
485,0.00062264403,-0.13729817,-0.9905296,1,run2
486,-0.07012126,0.09719109,-0.9927924,1,run2
487,-0.19042517,0.32132864,-0.9276239,1,run2
488,-0.39127073,0.52919465,-0.7529012,1,run2
489,-0.6458937,0.62422144,-0.43950978,1,run2
490,-0.8570403,0.5087573,-0.08153489,1,run2
491,-0.9647954,0.21144643,0.15639727,1,run2
492,-0.9717073,-0.15775257,0.17578125,1,run2
493,-0.87906116,-0.47555047,-0.033213504,1,run2
494,-0.6796877,-0.62227535,-0.3883272,1,run2
495,-0.41918492,-0.5503105,-0.7221096,1,run2
496,-0.19306111,-0.35546178,-0.91453505,1,run2
497,-0.039417006,-0.16965906,-0.9847142,1,run2
498,0.058141887,-0.047506277,-0.99717736,1,run2
499,0.11177312,0.012017832,-0.99366105,1,run2
500,0.11797562,0.02901634,-0.99259245,1,run2
501,0.07325993,0.025916807,-0.9969761,1,run2
502,-0.010330744,0.016425775,-0.9998117,1,run2
503,-0.10240904,0.002444765,-0.99473935,1,run2
504,-0.16682988,-0.016073357,-0.9858546,1,run2
505,-0.17993695,-0.02829076,-0.98327124,1,run2
506,-0.13883962,-0.0115539525,-0.9902475,1,run2
507,-0.053120177,0.05741771,-0.996936,1,run2
508,0.07467427,0.18965133,-0.9790078,1,run2
509,0.26030514,0.3672645,-0.89294904,1,run2
510,0.5102924,0.5140223,-0.68948,1,run2
511,0.7665905,0.5116596,-0.38799933,1,run2
512,0.9416693,0.31491867,-0.118680544,1,run2
513,0.81866854,-0.002176483,-0.57426214,1,run2
514,0.75125,-0.18569936,-0.63335556,1,run2
515,0.58077586,-0.28689805,-0.7618326,1,run2
516,0.37087288,-0.27966753,-0.8855729,1,run2
517,0.19368152,-0.19490689,-0.9615086,1,run2
518,0.08359486,-0.07239746,-0.99386644,1,run2
519,0.035585925,0.084081456,-0.99582326,1,run2
520,0.034286536,0.30454645,-0.9518802,1,run2
521,0.07115445,0.610388,-0.7889002,1,run2
522,0.14036137,0.91071576,-0.38845268,1,run2
523,0.21047756,0.9553854,0.20721471,1,run2
524,0.24397884,0.67443365,0.69685984,1,run2
525,0.2520454,0.25292078,0.9340793,1,run2
526,0.2545564,-0.19242547,0.94772017,1,run2
527,0.25204462,-0.6203215,0.742748,1,run2
528,0.22530064,-0.9314397,0.28576174,1,run2
529,0.15818226,-0.93602777,-0.31437302,1,run2
530,0.082249746,-0.65180445,-0.75391376,1,run2
531,0.025951378,-0.3247557,-0.94544184,1,run2
532,-0.0257377,-0.06331733,-0.99766153,1,run2
533,-0.10592174,0.15439777,-0.9823145,1,run2
534,-0.2512102,0.36045855,-0.8983112,1,run2
535,-0.4778316,0.5253599,-0.704041,1,run2
536,-0.7326257,0.5500492,-0.40088084,1,run2
537,-0.9200903,0.3777208,-0.10373398,1,run2
538,-0.996865,0.06492823,0.04521691,1,run2
539,-0.961765,-0.27296603,-0.022306694,1,run2
540,-0.812954,-0.51063275,-0.27992862,1,run2
541,-0.5698289,-0.5555794,-0.605497,1,run2
542,-0.3117222,-0.4256215,-0.84951496,1,run2
543,-0.112869315,-0.23909406,-0.9644141,1,run2
544,0.022677448,-0.08930225,-0.9957464,1,run2
545,0.11376625,-0.0032057366,-0.9935023,1,run2
546,0.16300803,0.026921239,-0.98625743,1,run2
547,0.16139796,0.02255554,-0.9866316,1,run2
548,0.10743563,0.0066996063,-0.9941895,1,run2
549,0.018996993,-0.007542329,-0.9997911,1,run2
550,-0.070207156,-0.01909409,-0.9973497,1,run2
551,-0.12682763,-0.02802011,-0.991529,1,run2
552,-0.13340203,-0.023721153,-0.9907781,1,run2
553,-0.09066302,0.014871952,-0.9957706,1,run2
554,-0.00541741,0.10923776,-0.9940009,1,run2
555,0.12745817,0.2683012,-0.95486593,1,run2
556,0.32757992,0.46326536,-0.8234541,1,run2
557,0.5862638,0.5917673,-0.5532687,1,run2
558,0.82217264,0.53080374,-0.20562,1,run2
559,0.9601055,0.27363446,0.057634417,1,run2
560,0.9898535,-0.07804717,0.11873759,1,run2
561,0.9154992,-0.4000993,-0.042209737,1,run2
562,0.7335099,-0.57861435,-0.35660702,1,run2
563,0.48125735,-0.5536435,-0.6796103,1,run2
564,0.25412062,-0.38255945,-0.88829666,1,run2
565,0.10798711,-0.17128746,-0.9792852,1,run2
566,0.027334671,0.046225365,-0.998557,1,run2
567,-0.02451399,0.30166125,-0.95309997,1,run2
568,-0.08099362,0.6225466,-0.7783802,1,run2
569,-0.15897332,0.9176819,-0.3641256,1,run2
570,-0.23144172,0.9452068,0.23025796,1,run2
571,-0.26088956,0.65736824,0.70696783,1,run2
572,-0.26084098,0.23861434,0.9354278,1,run2
573,-0.25372696,-0.20278403,0.9457808,1,run2
574,-0.24318281,-0.6280122,0.7392313,1,run2
575,-0.21253966,-0.9359955,0.28060517,1,run2
576,-0.14676774,-0.93664414,-0.31805173,1,run2
577,-0.076670386,-0.65475243,-0.7519448,1,run2
578,-0.03595896,-0.34185654,-0.93906397,1,run2
579,-0.031329665,-0.111442395,-0.99327695,1,run2
580,-0.06987959,0.051242687,-0.9962384,1,run2
581,-0.16687234,0.17964855,-0.9694741,1,run2
582,-0.3325988,0.27789876,-0.9011938,1,run2
583,-0.54393953,0.30993325,-0.7797892,1,run2
584,-0.7347275,0.23490275,-0.6363931,1,run2
585,-0.83603704,0.060926985,-0.54527986,1,run2
